IDP Drought,SPI ,Food Prices,Livestock Prices,Water Prices,fatalities
190,1.58375227774769,42.9980879541109,0.0018486189666393,0.8,1
203,1.70586459078465,42.1198964611692,0.0017775282869715,0.811824578577317,0
228,1.82605671522063,40.8435570608875,0.0016547138436062,0.810893473123726,1
720,1.85777685896532,39.5144639867586,0.0015304411026383,0.804515631108272,1
665,1.61581229160603,38.4780114722753,0.0014549755301629,0.8,1
656,1.68664691914444,37.7341995174377,0.0014283171261801,0.79734657979891,2
643,1.9761129686199,37.2830281222458,0.0014504658906897,0.796555370505001,1
157,2.03695539788816,37.0673315608833,0.0015143629310838,0.797412171795619,1
185,2.04771171793354,36.7441154784533,0.001577654891714,0.798631781734837,1
137,2.0521920664193,36.2562141491396,0.0016332828799723,0.8,1
101,2.03995579291482,35.6036275729421,0.0016812468958586,0.801516826591109,11
75,2.00960544551563,34.7863557498609,0.001721546939373,0.803182261508163,64
77,1.98454033566136,34.0559120958289,0.0017497948429568,0.803256565671135,68
91,1.94205265648896,33.6638100267789,0.0017616024390514,0.8,67
538,1.93576718257676,33.6100495427109,0.0017569697276567,0.793412564494757,57
545,1.91236626531242,33.8946306436249,0.0017358967087727,0.783494259155406,4
589,1.90112919105877,34.2883843022702,0.0017269726582916,0.781828824238352,1
642,1.88893775100233,34.5621414913958,0.0017587868521054,0.8,1
254,1.85986891809185,34.7159022110017,0.0018313392902142,0.838007786440351,1
323,1.85747228635297,34.749666461088,0.0019446299726178,0.895852183559404,2
261,1.85044333556009,34.6869021747622,0.0020857811571286,0.967703150935049,1
263,1.84399606300414,34.6684169506702,0.002177526390619,1.01858044603462,2
251,1.8560124382444,34.7176787219197,0.0022069879309011,1.04265402843602,4
176,2.17245254754769,34.8346874885105,0.0021741657779751,1.03992389813923,17
183,1.88330327480871,35.0194432504428,0.0020790599318408,1.01039005514427,25
182,1.49360160108416,35.2658209499972,0.0019858331997316,0.974419929781412,28
142,1.09531937616519,35.5676955294546,0.0019586483888808,0.952380952380952,26
160,1.30731431155882,35.9250669888149,0.0019975054992885,0.94427312294289,48
166,1.35711376398724,36.3379353280782,0.0021024045309546,0.950096441467225,44
142,1.27234571959577,36.7545934783854,0.0022357097135254,0.96121483936869,46
150,1.25395022003544,37.1233343708776,0.0023597852766475,0.968992248062015,50
132,1.01011169881469,37.4441580055548,0.0024746312203206,0.973428667547202,26
159,0.651071604783272,37.7170643824171,0.0025802475445449,0.97452409782425,28
170,0.605277953375074,37.9768287338229,0.0026684635933162,0.972992351000799,34
193,0.610066058985679,38.4321024539237,0.0026902554306096,0.973116299722689,32
189,0.609114015916906,39.1176607750781,0.002637452400421,0.975609756097561,20
151,0.602030146178227,40.0335036972861,0.0025100545027503,0.980472720125415,14
143,0.606718799445866,41.1796312205477,0.0023080617375975,0.98770519180625,18
151,0.726763497217829,42.1405440090522,0.0021133378790802,0.993991490672095,23
160,0.774167111305869,42.5007427269888,0.0020077467013156,0.99601593625498,23
186,0.8076318568522,42.2602273743575,0.0019912882043037,0.993778528554903,23
156,0.8371096561399,41.4189979511584,0.0020639623880446,0.987279267571866,9
144,0.898703653208219,40.4927126920344,0.0021770993707239,0.978862803468582,38
144,0.904403491115918,39.9970298316286,0.0022820292705272,0.970873786407767,39
109,0.963228115124415,39.9319493699409,0.0023787520874544,0.963312216389421,61
107,0.97252943566591,40.2974713069715,0.0024672678215055,0.956178093413544,59
142,0.986791991524003,41.046328783207,0.0025460944765647,0.949642584638002,23
181,0.986608205768468,41.894920641568,0.0026063400759364,0.944732693009992,30
173,0.994711172502112,42.7959800225413,0.0026465226235047,0.941619585687382,8
158,0.566854011059322,43.7495069261269,0.0026666421192695,0.940303262670172,8
123,0.575106134622864,44.7555013523248,0.0026666985632309,0.940783723958361,10
106,0.823920513771941,45.5658588030333,0.0026574283630198,0.94257211571946,2
108,0.65456113941584,45.9324747801509,0.0026495679262671,0.945179584120983,2
113,0.0186439025425721,45.8553492836774,0.0026431172529726,0.948606129162928,4
109,0.165887310305741,45.334482313613,0.0026380763431366,0.952851750845297,4
107,0.177777698228949,44.6260438803435,0.0026323870179774,0.956200842896028,4
126,0.175141365536206,43.9862039942547,0.0026239910987137,0.956937799043062,6
158,0.114532898905683,43.4149626553468,0.0026128885853455,0.9550626192864,4
123,0.104471420081245,42.9123198636196,0.0025990794778727,0.95057530362604,2
101,0.0456057691079269,42.4667629444824,0.0025818599527408,0.945079768874611,10
64,0.0249935208934645,42.0092158503898,0.0025570070686224,0.948199515907876,8
45,0.0173661850694736,41.528165906751,0.0025238170019629,0.961538461538462,8
50,0.0130087401272688,41.0236131135659,0.0024822897527622,0.985096605766368,8
23,0.0117878438035741,40.4955574708346,0.0024324253210205,1.0188739485916,2
23,-0.1326436819344,40.0761174153805,0.0023847311367888,1.04802200942872,2
5,-0.193720225423854,39.8974113840271,0.0023497146301183,1.05769230769231,3
3,-0.237983075106754,39.9594393767743,0.002327375801009,1.04788484338237,4
311,-0.27788286010382,40.2622013936222,0.002317714649461,1.01859961649889,14
661,-0.363666803234676,40.6902423283082,0.0023212711238817,0.984822273673664,17
778,-0.371789870028079,41.1281070745698,0.0023385851726787,0.961538461538462,19
775,-0.457551025971073,41.575795632407,0.0023696567958521,0.948748180093284,18
467,-0.471449968141852,42.0333080018199,0.0024144859934017,0.946451429338131,6
130,-0.492440837648098,42.4822321017805,0.0024699194398241,0.953008853286029,5
24,-0.491166139997181,42.812095446122,0.0025170371820971,0.958584316015131,3
40,-0.425394558662606,43.0044859538167,0.0025526858947172,0.961538461538462,3
42,-0.452892983117215,43.0594036248646,0.0025768655776843,0.961871289856022,4
29,-0.142553875553073,42.9768484592656,0.0025895762309984,0.959582800967811,4
26,-0.476056407391825,42.9247505171887,0.0025952008718708,0.958272142364926,8
22,-0.513800372679717,43.0710398588028,0.0025981225175129,0.961538461538462,8
20,-0.331143160321274,43.4157164841079,0.0025983411679247,0.969381758488419,7
20,-0.763315089919738,43.958780393104,0.0025958568231062,0.981802033214797,8
12,-0.378050624384447,44.6730397333123,0.002598834175589,0.993705906718392,4
8,-0.377495835094188,45.5313026522538,0.0026154379179047,1.0,4
8,-0.381392594701517,46.5335691499285,0.0026456680500532,1.00068431305962,6
8,-0.414621981498727,47.6798392263365,0.0026895245720345,0.995758845897256,6
8,-0.380516819290324,48.896560745579,0.0027446630863017,0.986165599446085,8
0,-0.375929846517089,49.7424208922633,0.0027970172075724,0.977556579305195,12
571,-0.335775149917295,50.1438675304906,0.0028442425382996,0.970873786407767,10
1002,-0.333245894224265,50.100900660261,0.0028863390784833,0.966117220753802,7
1439,-0.325688670752229,49.6135202815744,0.0029233068281234,0.963286882343299,10
1565,-0.278769057740227,49.1593619410904,0.0029515292515099,0.961916164747703,6
1055,-0.229001631309812,49.2160611854685,0.0029673898129325,0.961538461538462,6
685,-0.196666249604574,49.7836180147086,0.0029708885123912,0.962153772715573,6
332,-0.171065589493081,50.8620324288107,0.002962025349886,0.963762098279038,5
332,-0.171065589493081,52.3433632505148,0.0029418019093791,0.965843170238893,6
353,-0.105540046298916,53.5799634162601,0.0029162276946426,0.965275380655355,16
393,-0.101866994167214,54.4638917487866,0.0028863042896386,0.961538461538462,17
350,-0.0690365738728623,54.9951482480942,0.0028520316943671,0.954632412888212,12
317,-0.0443412749101841,55.1737329141829,0.0028134099088282,0.944557234704607,11
327,-0.0235829975541505,55.3204577375862,0.0027758545793667,0.941365513961146,3
294,-0.1064627320873,55.7561347088376,0.0027447813523275,0.955109837631328,4
342,-0.106312747571281,56.4807638279371,0.0027201902277107,0.985790205715153,5
281,-0.360187360863354,57.4943450948846,0.0027020812055162,1.03340661821262,9
350,-0.478661778046344,58.7119216289723,0.002686235437075,1.08194333485776,7
370,-0.706692646046388,60.0485365494926,0.0026684340737179,1.11538461538462,8
338,-0.944963177869377,61.5041898564453,0.0026486771154451,1.13373045979317,7
390,-0.81530966872665,63.0788815498304,0.0026269645622564,1.13698086808344,3
335,-1.728781886873,64.753206693255,0.0026031840985614,1.12904330735948,4
339,-1.72983690946023,66.4107356683611,0.0025766618308171,1.13336258024569,4
973,-1.71171339630949,68.0320635387557,0.002547285443433,1.15384615384615,13
2123,-1.39951650473122,69.6171903044388,0.0025150549364091,1.19049402816086,13
2903,-1.42580668357392,71.1661159654104,0.0024799703097454,1.2433062031898,20
2904,-1.45268770825822,72.5298362690629,0.0024423246583205,1.30523450739308,21
6956,-1.51143930900501,73.5593469627886,0.002402411077013,1.36923076923077,15
6503,-1.51371243891672,74.2546480465877,0.002360229565823,1.43529498870287,16
5730,-1.49883112163901,74.61573952046,0.0023157801247504,1.5034271658094,8
8206,-1.57482321100359,75.0926736557403,0.0022728945114902,1.57488930137551,5
4781,-1.65483687082588,76.1355027237635,0.0022354044837373,1.65094339622642,2
5467,-1.70891054709552,77.7442267245294,0.0022033100414917,1.7315894503621,1
6478,-1.75296581245511,79.9188456580381,0.0021766111847534,1.81682746378256,2
4021,-1.75296581245511,82.1562980876811,0.0021567893830952,1.88715682513758,3
